title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
必安住水蒸式白蟻衣魚殺蹣滅蟑30g;日用生活;236;必安住;規格：30g克x1x1box盒;必安住水蒸式白蟻衣魚殺蹣滅蟑 水蒸式白蟻衣魚;0;1;30,0;48,0;1451;0.00%;0;11072036001,0;g;1;box;236,0;0,0;0,0;weight;月;5,468060141135132;0,0;0,0039901566866406;0,5013218217988764;0,0;0,0;0
興家安速水煙殺蟲劑盒裝;日用生活;169;興家安速;規格：20g克x1x1box盒;興家安速水煙殺蟲劑盒裝;0;1;20,0;48,0;1454;0.00%;1;11072900001,0;g;1;box;169,0;0,0;0,0;weight;月;5,135798437050262;0,0;0,0039901566866406;0,4665474756894042;0,0;0,0;0
速必效頑強全釋型煙霧寶;日用生活;150;速必效;規格：45g克x2x1box盒;速必效頑強全釋型煙霧寶;176;1;45,0;60,0;1455;14.77%;0;11072902001,0;g;2;box;75,0;88,0;14,772727272727272;weight;月;4,330733340286331;4,48863636973214;0,0049911716045434;0,3822897596440613;0,48165032299384;0,2236508511408909;0
威滅衣櫃除蟲片天然草本香2入;日用生活;147;威滅;規格：3g克x1x1bag袋;威滅衣櫃除蟲片天然草本香2入;155;1;3,0;24,0;1492;5.16%;0;11074007001,0;g;1;bag;147,0;155,0;5,161290322580645;weight;月;4,997212273764115;5,049856007249537;0,0019881268508348;0,4520431161774655;0,5418716457776392;0,0781390566765197;0
Farcent香水衣物香氛袋-小蒼蘭&英國梨;日用生活;55;Farcent 香水;規格：10g克x3x1box盒;花仙子香氛袋;0;1;10,0;36,0;1500;0.00%;1;11074015001,0;g;3;box;18,33333333333333;0,0;0,0;weight;月;2,961830721878309;0,0;0,0029891417687377;0,2390210866147911;0,0;0,0;0
威滅衣櫃除蟲片spa舒緩香氛2入;日用生活;147;威滅;規格：3g克x1x1bag袋;威滅衣櫃除蟲片spa舒緩香氛2入;179;1;3,0;24,0;1504;17.88%;0;11074020001,0;g;1;bag;147,0;179,0;17,877094972067038;weight;月;4,997212273764115;5,19295685089021;0,0019881268508348;0,4520431161774655;0,5572269924537467;0,2706492465890627;0
安德生香氛樂防蟲劑(薰衣草香)270g;日用生活;79;安德生;規格：270g克x1x1pack包;安德生香芬樂防蟲劑-薰衣草 香芬樂薰衣草;0;1;270,0;24,0;1515;0.00%;0;11074034001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0019881268508348;0,3876580905416603;0,0;0,0;0
安德生香氛樂防蟲劑(檸檬果香)270g;日用生活;79;;規格：270g克x1x1pack包;安德生香芬樂防蟲劑-檸檬 香芬樂檸檬;0;1;270,0;24,0;1524;0.00%;0;11074050001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0019881268508348;0,3876580905416603;0,0;0,0;0
Farcent香水衣物香氛袋-真我星夜;日用生活;55;Farcent 香水;規格：10g克x3x1box盒;Farcent香水衣物香袋真我星夜;0;1;10,0;36,0;1532;0.00%;0;;g;3;box;18,33333333333333;0,0;0,0;weight;月;2,961830721878309;0,0;0,0029891417687377;0,2390210866147911;0,0;0,0;0
小鹿山丘雙效防蚊液-甜橙精油;日用生活;429;eggshell 小鹿山丘;規格：120g克x1x1bottle瓶;小鹿山丘雙效防蚊液-甜橙精油;0;1;120,0;36,0;1562;0.00%;0;11076914001,0;g;1;bottle;429,0;0,0;0,0;weight;月;6,063785208687608;0,0;0,0029891417687377;0,5636701136136534;0,0;0,0;0
小鹿山丘雙效防蚊液-迷迭香精油-120g;日用生活;429;eggshell 小鹿山丘;規格：120g克x1x1bottle瓶;小鹿山丘雙效防蚊液-迷迭香精油;0;1;120,0;36,0;1563;0.00%;0;11076915001,0;g;1;bottle;429,0;0,0;0,0;weight;月;6,063785208687608;0,0;0,0029891417687377;0,5636701136136534;0,0;0,0;0
妙管家活氧洗衣粉4.5Kg;日用生活;119;妙管家;規格：4.5kg公斤x1x1pack包;妙管家活氧洗衣粉4.5Kg;149;1;4500,0;33,3;1573;20.13%;1;11100001001,0;g;1;pack;119,0;149,0;20,13422818791946;weight;月;4,787491742782046;5,010635294096256;0,0027639134122096;0,4300938688192147;0,5376630916417527;0,3048209845183026;0
白蘭含熊寶貝馨香精華洗衣粉(花漾清新)4.25kg;日用生活;185;白蘭;規格：4.25kg公斤x1x1bag袋;白蘭含熊寶貝馨香精華粉花漾;219;1;4250,0;33,3;1574;15.53%;1;11100003001,0;g;1;bag;185,0;219,0;15,52511415525114;weight;月;5,225746673713202;5,393627546352362;0,0027639134122096;0,4759614137845836;0,5787598361335103;0,2350415688842801;0
白蘭洗衣粉-強效潔淨除蟎-4.25Kg;日用生活;169;白蘭;規格：4.25kg公斤x1x1bag袋;白蘭強效潔淨洗衣粉;199;1;4250,0;33,3;1578;15.08%;1;11100008001,0;g;1;bag;169,0;199,0;15,07537688442211;weight;月;5,135798437050262;5,298317366548036;0,0027639134122096;0,4665474756894042;0,5685326368003432;0,2282327974534024;0
白蘭洗衣粉-鮮豔護色4.5Kg;日用生活;169;白蘭;規格：4.5kg公斤x1x1bag袋;白蘭鮮豔護色洗衣粉;199;1;4500,0;33,3;1579;15.08%;1;11100010001,0;g;1;bag;169,0;199,0;15,07537688442211;weight;月;5,135798437050262;5,298317366548036;0,0027639134122096;0,4665474756894042;0,5685326368003432;0,2282327974534024;0
白蘭洗衣粉-蘆薈親膚4.5Kg;日用生活;169;白蘭;規格：4.5kg公斤x1x1bag袋;白蘭蘆薈親膚洗衣粉;199;1;4500,0;33,3;1580;15.08%;1;11100011001,0;g;1;bag;169,0;199,0;15,07537688442211;weight;月;5,135798437050262;5,298317366548036;0,0027639134122096;0,4665474756894042;0,5685326368003432;0,2282327974534024;0
妙管家強效洗衣粉4.5Kg;日用生活;119;妙管家;規格：4.5kg公斤x1x1pack包;妙管家強效洗衣粉;149;1;4500,0;33,3;1582;20.13%;1;11100005001,0;g;1;pack;119,0;149,0;20,13422818791946;weight;月;4,787491742782046;5,010635294096256;0,0027639134122096;0,4300938688192147;0,5376630916417527;0,3048209845183026;0
白蘭陽光馨香超濃縮洗衣精補包1.6 Kg;日用生活;72;白蘭;規格：1.6kg公斤x1x1pack包;白蘭陽光馨香洗衣粉;85;1;1600,0;33,3;1583;15.29%;1;11100015001,0;g;1;pack;72,0;85,0;15,294117647058824;weight;月;4,290459441148391;4,454347296253507;0,0027639134122096;0,3780747132195628;0,4779709553739745;0,2315444105929224;0
白蘭含熊寶貝馨香精華洗衣粉-大自然馨香-4.25kg;日用生活;199;白蘭;規格：4.25kg公斤x1x1pack包;白蘭含熊寶貝大自然馨香洗衣粉;219;1;4250,0;33,3;1585;9.13%;0;11100017001,0;g;1;pack;199,0;219,0;9,1324200913242;weight;月;5,298317366548036;5,393627546352362;0,0027639134122096;0,4835566267116747;0,5787598361335103;0,1382597464025177;0
加倍潔制菌潔白洗衣粉4.5kg;日用生活;149;加倍潔;規格：4.5kg公斤x1x1pack包;加倍潔制菌潔白洗衣粉4.5kg;0;1;4500,0;33,3;1586;0.00%;0;11100018001,0;g;1;pack;149,0;0,0;0,0;weight;月;5,010635294096256;0,0;0,0027639134122096;0,4534479628664632;0,0;0,0;0
加倍潔防蹣潔白洗衣粉4.5kg;日用生活;149;加倍潔;規格：4.5kg公斤x1x1pack包;加倍潔防蹣潔白洗衣粉4.5kg;0;1;4500,0;33,3;1587;0.00%;1;11100019001,0;g;1;pack;149,0;0,0;0,0;weight;月;5,010635294096256;0,0;0,0027639134122096;0,4534479628664632;0,0;0,0;0
白蘭含熊寶貝馨香精華洗衣精-純淨溫和2.5kg;日用生活;149;白蘭;規格：2.5kg公斤x1x1bottle瓶;白蘭含熊寶貝純淨溫和洗衣粉;195;1;2500,0;36,0;1588;23.59%;0;11100021001,0;g;1;bottle;149,0;195,0;23,589743589743588;weight;月;5,010635294096256;5,278114659230517;0,0029891417687377;0,4534479628664632;0,5663647979060079;0,3571355603228112;0
藍寶抗菌防蹣洗衣粉;日用生活;239;藍寶;規格：4.5kg公斤x1x1bag包;藍寶抗菌防蹣洗衣粉;0;1;4500,0;36,0;1590;0.00%;0;11100107001,0;g;1;bag;239,0;0,0;0,0;weight;月;5,480638923341991;0,0;0,0029891417687377;0,5026383109419805;0,0;0,0;0
藍寶潔白除菌洗衣粉;日用生活;239;藍寶;規格：4.5kg公斤x1x1bag包;藍寶潔白除菌洗衣粉;0;1;4500,0;36,0;1591;0.00%;0;11100108001,0;g;1;bag;239,0;0,0;0,0;weight;月;5,480638923341991;0,0;0,0029891417687377;0,5026383109419805;0,0;0,0;0
加倍潔殺菌洗衣粉10KG;日用生活;265;加倍潔;規格：10kg公斤x1x1bag包;加倍潔殺菌洗衣粉10KG;0;1;10000,0;36,0;1595;0.00%;1;11100112001,0;g;1;bag;265,0;0,0;0,0;weight;月;5,583496308781699;0,0;0,0029891417687377;0,5134033141825651;0,0;0,0;0
[箱購]清淨海環保洗衣粉1.5Kg公斤x 6Box盒/箱;日用生活;570;清淨海;規格：1.5kg公斤x1x6box盒;清淨海環保洗衣粉;1014;1;1500,0;36,0;1603;43.79%;1;11101014001,0;g;6;box;95,0;169,0;43,78698224852072;weight;月;4,564348191467836;5,135798437050262;0,0029891417687377;0,4067397747719661;0,5510936445458008;0,6629104882246164;0
一匙靈亮彩超濃縮洗衣粉;日用生活;109;一匙靈;規格：1.9kg公斤x1x1box盒;一匙靈亮彩超濃縮洗衣粉;125;1;1900,0;33,3;1609;12.80%;0;11101021001,0;g;1;box;109,0;125,0;12,8;weight;月;4,700480365792417;4,836281906951478;0,0027639134122096;0,4209873010092624;0,5189542102987174;0,1937848605577689;0
加倍潔小蘇打制菌濃縮洗衣粉2KG補充包;日用生活;79;加倍潔;規格：2kg公斤x1x1bag包;加倍潔小蘇打制菌濃縮洗衣粉2KG補充包;0;1;2000,0;36,0;1610;0.00%;1;11101023001,0;g;1;bag;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0029891417687377;0,3876580905416603;0,0;0,0;0
一匙靈制菌超濃縮洗衣粉補充包-1.7Kg;日用生活;89;一匙靈;規格：1.7kg公斤x1x1bag包;一匙靈制菌超濃縮洗衣粉補充包;105;1;1700,0;36,0;1612;15.24%;0;11101028001,0;g;1;bag;89,0;105,0;15,23809523809524;weight;月;4,499809670330265;4,663439094112067;0,0029891417687377;0,3999852049740031;0,5004074201883315;0,2306962625687725;0
一匙靈亮彩超濃縮洗衣精補充包-1.8Kg;日用生活;69;一匙靈;規格：1.8kg公斤x1x1pack包;一匙靈亮彩超濃縮洗衣粉補充包;0;1;1800,0;33,3;1613;0.00%;0;11101029001,0;g;1;pack;69,0;0,0;0,0;weight;月;4,248495242049359;0,0;0,0027639134122096;0,3736827608346326;0,0;0,0;0
一匙靈淨柔超濃縮洗衣粉-1.9Kg;日用生活;108;一匙靈;規格：1.9kg公斤x1x1box盒;一匙靈淨柔超濃縮洗衣粉;119;1;1900,0;33,3;1617;9.24%;0;11101038001,0;g;1;box;108,0;119,0;9,243697478991598;weight;月;4,691347882229144;4,787491742782046;0,0027639134122096;0,4200314997828075;0,5137188121966135;0,1399444239847333;0
一匙靈Attack抗菌EX洗衣精補充-1.5Kg;日用生活;79;一匙靈;規格：1.5kg公斤x1x1pack包;一匙靈Attack抗菌EX超濃縮洗粉;0;1;1500,0;33,3;1618;0.00%;1;11101039001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0027639134122096;0,3876580905416603;0,0;0,0;0
一匙靈Attack抗菌EX洗衣粉補充包-1.5g;日用生活;89;一匙靈;規格：1.5kg公斤x1x1bag包;一匙靈抗菌EX洗衣粉補充包;99;1;1500,0;36,0;1620;10.10%;0;11101055001,0;g;1;bag;89,0;99,0;10,1010101010101;weight;月;4,499809670330265;4,605170185988092;0,0029891417687377;0,3999852049740031;0,4941549113846197;0,1529236588997545;0
家樂福薰衣草天然洗衣皂150gx5;日用生活;65;家樂福;規格：150g克x5x1pack包;家福薰衣草天然洗衣皂;79;1;150,0;33,3;1624;17.72%;1;11102003001,0;g;5;pack;13,0;15,8;17,721518987341774;weight;月;2,6390573296152584;2,8213788864092133;0,0027639134122096;0,2052397825418523;0,3027462997649979;0,2682939129557719;0
家樂福檸檬天然洗衣皂150gx5;日用生活;65;家樂福;規格：150g克x5x1pack包;家福檸檬天然洗衣皂 5個;79;1;150,0;33,3;1625;17.72%;1;11102004001,0;g;5;pack;13,0;15,8;17,721518987341774;weight;月;2,6390573296152584;2,8213788864092133;0,0027639134122096;0,2052397825418523;0,3027462997649979;0,2682939129557719;0
【安心價】水晶皂絲;日用生活;329;南僑水晶;規格：4.5kg公斤x1x1box盒;水晶皂絲;339;1;4500,0;33,3;1627;2.95%;1;11102006001,0;g;1;box;329,0;339,0;2,949852507374631;weight;月;5,799092654460526;5,828945617610208;0,0027639134122096;0,5359675214095826;0,6254713699615243;0,044659121625592;0
泡舒天然肥皂160g*5;日用生活;149;泡舒;規格：160g克x5x1set組;泡舒天然肥皂160g*5;170;1;160,0;33,3;1628;12.35%;1;11102007001,0;g;5;set;29,8;34,0;12,352941176470583;weight;月;3,427514689979529;3,555348061489413;0,0027639134122096;0,2877593410849717;0,3815044038138667;0,1870166393250526;0
水晶肥皂粉體-1.6kg;日用生活;160;南僑水晶;規格：1.6kg公斤x1x1box盒;水晶肥皂粉体;169;1;1600,0;33,3;1632;5.33%;1;11102012001,0;g;1;box;160,0;169,0;5,325443786982249;weight;月;5,081404364984463;5,135798437050262;0,0027639134122096;0,4608546189290098;0,5510936445458008;0,0806242485678587;0
皂福肥皂3入裝;日用生活;79;皂福;規格：200g克x3x1set組;皂福肥皂-三入裝;125;1;200,0;60,0;1633;36.80%;0;11102013001,0;g;3;set;26,33333333333333;41,66666666666666;36,8;weight;月;3,308106958596144;3,7534179752515073;0,0049911716045434;0,2752621867989872;0,402758172237208;0,5571314741035855;0
鷹王 護手洗衣皂-600g;日用生活;79;鷹王;規格：600g克x1x1box盒;鷹王護手洗衣皂 鷹王護手洗衣皂;0;1;600,0;60,0;1634;0.00%;1;11102014001,0;g;1;box;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0049911716045434;0,3876580905416603;0,0;0,0;0
艾克博士酵素潔污皂;日用生活;129;艾克博士;規格：300g克x1x1box盒;艾克博士酵素潔污皂 艾克酵素潔污皂;0;1;300,0;60,0;1636;0.00%;0;11102020001,0;g;1;box;129,0;0,0;0,0;weight;月;4,867534450455582;0,0;0,0049911716045434;0,4384710991348332;0,0;0,0;0
鷹王酵素潔汙皂-玫瑰150gx2;日用生活;106;鷹王;規格：300g克x1x1box盒;鷹王酵素潔汙皂 鷹王潔汙皂玫瑰;0;1;300,0;60,0;1637;0.00%;0;11102022001,0;g;1;box;106,0;0,0;0,0;weight;月;4,672828834461906;0,0;0,0049911716045434;0,4180933053753314;0,0;0,0;0
水晶肥皂絲絮1280g;日用生活;159;南僑水晶;規格：1280g克x1x1box盒;水晶肥皂絲絮 水晶肥皂絲絮;0;1;1280,0;33,3;1639;0.00%;1;11102043001,0;g;1;box;159,0;0,0;0,0;weight;月;5,075173815233827;0,0;0,0027639134122096;0,4602025326644262;0,0;0,0;0
妙管家超能植萃潔衣皂220gx3;日用生活;65;妙管家;規格：660g克x1x1set組;妙管家超能植萃潔衣皂220g*3 超能植萃潔衣皂;75;1;660,0;36,0;1641;13.33%;1;11102050001,0;g;1;set;65,0;75,0;13,333333333333334;weight;月;4,189654742026425;4,330733340286331;0,0029891417687377;0,3675245431168023;0,4647066370122513;0,2018592297476759;0
白帥帥超效能抗菌洗衣精;日用生活;118;白帥帥;規格：3150g克x1x1bottle瓶;白帥帥抗菌洗衣精;129;1;3150,0;33,3;1643;8.53%;0;11103001001,0;g;1;bottle;118,0;129,0;8,527131782945736;weight;月;4,77912349311153;4,867534450455582;0,0027639134122096;0,4292180519351278;0,5223077449656454;0,1290960190246764;0
白蘭香氛洗衣球 清恬藍風鈴x麝香230G;日用生活;198;白蘭;規格：230g克x1x1bag包;家福藍色清新香氛洗衣精 家福藍色清新香;0;1;230,0;24,0;1644;0.00%;1;11103002001,0;g;1;bag;198,0;0,0;0,0;weight;月;5,293304824724492;0,0;0,0019881268508348;0,4830320165561342;0,0;0,0;0
白帥帥超淨亮抗菌洗衣精-3150g;日用生活;118;白帥帥;規格：3150g克x1x1bottle瓶;白帥帥超淨亮抗菌洗衣精;129;1;3150,0;33,3;1646;8.53%;0;11103004001,0;g;1;bottle;118,0;129,0;8,527131782945736;weight;月;4,77912349311153;4,867534450455582;0,0027639134122096;0,4292180519351278;0,5223077449656454;0,1290960190246764;0
白蘭含熊寶貝洗衣精補充包-純淨溫和-1.6kg;日用生活;85;白蘭;規格：1.6kg公斤x1x1bag包;白蘭含熊寶貝純淨溫和洗衣精補充包;0;1;1600,0;36,0;1647;0.00%;0;11103005001,0;g;1;bag;85,0;0,0;0,0;weight;月;4,454347296253507;0,0;0,0029891417687377;0,3952271353208731;0,0;0,0;0
一匙靈Attack抗菌EX洗衣精補充-1.5Kg;日用生活;79;一匙靈;規格：1.5kg公斤x1x1pack包;一匙靈Attack抗菌EX濃縮洗衣精;0;1;1500,0;33,3;1648;0.00%;0;11103007001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0027639134122096;0,3876580905416603;0,0;0,0;0
藍寶衣留香洗衣精3000g;日用生活;135;LION 獅王;規格：3000g克x1x1bottle瓶;藍寶衣留香洗衣精;0;1;3000,0;36,0;1649;0.00%;1;11103008001,0;g;1;bottle;135,0;0,0;0,0;weight;月;4,912654885736052;0,0;0,0029891417687377;0,4431933816421556;0,0;0,0;0
茶樹莊園-茶樹天然濃縮消臭洗衣精補充包;日用生活;139;茶樹莊園;規格：800g克x1x1pc包;茶樹莊園-天然濃縮消臭洗衣精補充包800;0;1;800,0;36,0;1655;0.00%;1;11103013001,0;g;1;pc;139,0;0,0;0,0;weight;月;4,941642422609304;0,0;0,0029891417687377;0,4462272029573983;0,0;0,0;0
白鴿防霉洗衣精補充包;日用生活;99;白鴿;規格：2000g克x1x1pack包;白鴿防霉洗衣精補充包;109;1;2000,0;33,3;1657;9.17%;0;11103015001,0;g;1;pack;99,0;109,0;9,174311926605505;weight;月;4,605170185988092;4,700480365792417;0,0027639134122096;0,411012184588909;0,5043821107177868;0,1388939654227128;0
毛寶PM2.5洗衣精補充包-除霉防蹣;日用生活;85;毛寶;規格：2000g克x1x1pack包;毛寶PM2.5洗衣精補充包;0;1;2000,0;33,3;1660;0.00%;0;11103018001,0;g;1;pack;85,0;0,0;0,0;weight;月;4,454347296253507;0,0;0,0027639134122096;0,3952271353208731;0,0;0,0;0
全效光鮮柔軟洗衣精溫柔花香;日用生活;135;毛寶;規格：3500g克x1x1bottle瓶;全效光鮮柔軟洗衣精溫柔花香;0;1;3500,0;36,0;1661;0.00%;0;11103019001,0;g;1;bottle;135,0;0,0;0,0;weight;月;4,912654885736052;0,0;0,0029891417687377;0,4431933816421556;0,0;0,0;0
妙管家有酵洗衣精補充包-抗菌2000g;日用生活;98;妙管家;規格：2000g克x1x1pack包;妙管家有酵洗衣精補充包-抗菌;0;1;2000,0;33,3;1664;0.00%;0;11103022001,0;g;1;pack;98,0;0,0;0,0;weight;月;4,59511985013459;0,0;0,0027639134122096;0,4099603213943566;0,0;0,0;0
妙管家中性有酵洗衣精-中性4000g;日用生活;119;妙管家;規格：4000g克x1x1bottle瓶;妙管家濃縮有酵洗衣精-中性);0;1;4000,0;33,3;1665;0.00%;1;11103023001,0;g;1;bottle;119,0;0,0;0,0;weight;月;4,787491742782046;0,0;0,0027639134122096;0,4300938688192147;0,0;0,0;0
日本獅王奈米樂超濃縮抗菌洗衣補包室內晾衣;日用生活;269;LION 獅王;規格：1160g克x1x1bag包;獅王奈米樂洗衣精補充包;398;1;1160,0;36,0;1667;32.41%;1;11103025001,0;g;1;bag;269,0;398,0;32,41206030150754;weight;月;5,598421958998375;5,988961416889864;0,0029891417687377;0,5149654253743233;0,6426417653909414;0,4907005145248153;0
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;97;白鴿;規格：2000g克x1x1bag袋;白鴿天然濃縮防蹣洗衣精;109;1;2000,0;33,3;1674;11.01%;1;11103035001,0;g;1;bag;97,0;109,0;11,009174311926609;weight;月;4,584967478670572;4,700480365792417;0,0027639134122096;0,408897779203122;0,5043821107177868;0,1666727585072553;0
南僑水晶肥皂洗衣用液體-葡萄柚籽抗菌NE;日用生活;185;南僑水晶;規格：1400g克x1x1pc包;水晶肥皂抗菌洗衣用液體;189;1;1400,0;60,0;1676;2.12%;1;11103039001,0;g;1;pc;185,0;189,0;2,1164021164021163;weight;月;5,225746673713202;5,247024072160486;0,0049911716045434;0,4759614137845836;0,5630286418731141;0,0320411475789961;0
皂福無香精洗衣皂精補充包-2000g;日用生活;89;皂福;規格：2000g克x1x1pack包;皂福無香精洗衣皂精;118;1;2000,0;33,3;1677;24.58%;0;11103040001,0;g;1;pack;89,0;118,0;24,57627118644068;weight;月;4,499809670330265;4,77912349311153;0,0027639134122096;0,3999852049740031;0,5128208623907714;0,3720710378823688;0
白帥帥超效能抗菌洗衣精補充包-1650g;日用生活;59;白帥帥;規格：1650g克x1x1pack包;白帥帥抗菌洗衣精補充;66;1;1650,0;33,3;1684;10.61%;1;11103046001,0;g;1;pack;59,0;66,0;10,606060606060606;weight;月;4,0943445622221;4,204692619390966;0,0027639134122096;0,3575494266964488;0,4511819161551568;0,1605698418447422;0
白帥帥超淨亮抗菌洗衣精補充包-1650g;日用生活;59;白帥帥;規格：1650g克x1x1bag袋;白帥帥超淨亮抗菌洗衣精補充包;66;1;1650,0;33,3;1685;10.61%;0;11103047001,0;g;1;bag;59,0;66,0;10,606060606060606;weight;月;4,0943445622221;4,204692619390966;0,0027639134122096;0,3575494266964488;0,4511819161551568;0,1605698418447422;0
一匙靈Attack極速淨EX洗衣精補充包1.5kg;日用生活;79;一匙靈;規格：1.5kg公斤x1x1pack包;一匙靈極速淨EX洗衣精補充包;0;1;1500,0;33,3;1689;0.00%;1;11103051001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,0027639134122096;0,3876580905416603;0,0;0,0;0
[箱購]一匙靈幽谷鈴蘭洗衣精補充包1.5Kg公斤x 6Pack包/箱;日用生活;354;一匙靈;規格：1.5kg公斤x1x6pack包;一匙靈幽谷鈴蘭洗衣精瓶裝;474;1;1500,0;33,3;1690;25.32%;1;11103052001,0;g;6;pack;59,0;79,0;25,31645569620253;weight;月;4,0943445622221;4,382026634673881;0,0027639134122096;0,3575494266964488;0,4702106319394804;0,3832770185082454;0
南僑水晶肥皂液體補充包-清爽型1400g;日用生活;165;南僑水晶;規格：1400g克x1x1pc包;水晶肥皂液体補充包 (洗衣用);180;1;1400,0;60,0;1694;8.33%;1;11103054001,0;g;1;pc;165,0;180,0;8,333333333333332;weight;月;5,111987788356544;5,198497031265826;0,0049911716045434;0,4640554649382797;0,5578214780497182;0,1261620185922974;0
一匙靈歡馨香氛洗衣精補充包- 幽谷鈴蘭-1.5kg;日用生活;69;一匙靈;規格：1.5kg公斤x1x1pack包;一匙靈幽谷鈴蘭洗衣精補充包;0;1;1500,0;33,3;1698;0.00%;1;11103058001,0;g;1;pack;69,0;0,0;0,0;weight;月;4,248495242049359;0,0;0,0027639134122096;0,3736827608346326;0,0;0,0;0
毛寶低泡沫小蘇打洗衣液體皂;日用生活;149;毛寶;規格：2000g克x1x1bottle瓶;毛寶低泡沫小蘇打洗衣液體皂;0;1;2000,0;33,3;1703;0.00%;1;11103065001,0;g;1;bottle;149,0;0,0;0,0;weight;月;5,010635294096256;0,0;0,0027639134122096;0,4534479628664632;0,0;0,0;0
白蘭含熊寶貝馨香精華洗衣精-大自然馨香2.5kg;日用生活;149;白蘭;規格：2.5kg公斤x1x1bottle瓶;白蘭含熊寶貝大自然馨香洗衣精瓶裝;195;1;2500,0;36,0;1705;23.59%;0;11103067001,0;g;1;bottle;149,0;195,0;23,589743589743588;weight;月;5,010635294096256;5,278114659230517;0,0029891417687377;0,4534479628664632;0,5663647979060079;0,3571355603228112;0
一匙靈歡馨香氛洗衣精補充包-蝶舞紫羅蘭-1.5kg;日用生活;69;一匙靈;規格：1.5kg公斤x1x1bag袋;一匙靈歡馨蝶舞紫羅蘭香洗衣精;0;1;1500,0;33,3;1706;0.00%;1;11103068001,0;g;1;bag;69,0;0,0;0,0;weight;月;4,248495242049359;0,0;0,0027639134122096;0,3736827608346326;0,0;0,0;0
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;97;白鴿;規格：2000g克x1x1bag袋;白鴿抗菌洗衣精補充包;109;1;2000,0;33,3;1707;11.01%;1;11103069001,0;g;1;bag;97,0;109,0;11,009174311926609;weight;月;4,584967478670572;4,700480365792417;0,0027639134122096;0,408897779203122;0,5043821107177868;0,1666727585072553;0
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;97;白鴿;規格：2000g克x1x1bag袋;白鴿防蹣洗衣精補充包;109;1;2000,0;33,3;1708;11.01%;0;11103070001,0;g;1;bag;97,0;109,0;11,009174311926609;weight;月;4,584967478670572;4,700480365792417;0,0027639134122096;0,408897779203122;0,5043821107177868;0,1666727585072553;0
